,Player,ShortName,Height,Weight,Position,BirthPlace,SeasonURL,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
15360,Tyus Jones,jonesty01,6-2,195lb,Point Guard,Minnesota,/players/j/jonesty01/gamelog/2019/,2018-19,22.0,MIN,NBA,PG,11.0,2.0,20.1,2.1,6.7,0.311,0.9,2.7,0.333,1.2,4.0,0.295,0.378,0.2,0.2,1.0,0.3,1.2,1.5,3.3,1.1,0.1,0.5,1.0,5.3
15411,DeAndre Jordan,jordade01,6-11,265lb,Center,Texas,/players/j/jordade01/gamelog/2019/,2018-19,30.0,DAL,NBA,C,11.0,11.0,33.4,4.4,6.9,0.632,0.0,0.0,,4.4,6.9,0.632,0.632,3.4,4.0,0.841,3.0,10.9,13.9,2.5,0.6,1.5,2.5,3.1,12.1
15493,Cory Joseph,josepco01,6-3,193lb,Shooting Guard and Point Guard,Canada,/players/j/josepco01/gamelog/2019/,2018-19,27.0,IND,NBA,PG,12.0,0.0,24.8,2.6,5.5,0.47,0.8,1.8,0.409,1.8,3.7,0.5,0.5379999999999999,0.3,0.6,0.429,0.2,2.8,3.0,3.3,1.2,0.3,0.9,1.6,6.2
15550,Frank Kaminsky,kaminfr01,7-0,242lb,Center and Power Forward,Illinois,/players/k/kaminfr01/gamelog/2019/,2018-19,25.0,CHO,NBA,PF,4.0,0.0,5.5,0.5,1.8,0.28600000000000003,0.0,0.8,0.0,0.5,1.0,0.5,0.28600000000000003,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.8,0.5,1.0
15561,Enes Kanter,kanteen01,6-11,245lb,Center,Switzerland,/players/k/kanteen01/gamelog/2019/,2018-19,26.0,NYK,NBA,C,12.0,5.0,27.3,6.3,11.3,0.551,0.1,0.4,0.2,6.2,10.9,0.565,0.555,2.8,3.4,0.8290000000000001,3.9,7.8,11.7,2.3,0.5,0.5,2.5,2.8,15.4
15735,Luke Kennard,kennalu01,6-6,206lb,Shooting Guard,Ohio,/players/k/kennalu01/gamelog/2019/,2018-19,22.0,DET,NBA,SG,3.0,1.0,14.3,2.7,4.0,0.667,0.3,0.7,0.5,2.3,3.3,0.7,0.708,0.0,0.0,,0.0,1.7,1.7,1.0,0.3,0.3,0.3,0.7,5.7
15897,Michael Kidd-Gilchrist,kiddgmi01,6-7,232lb,Power Forward and Small Forward,Pennsylvania,/players/k/kiddgmi01/gamelog/2019/,2018-19,25.0,CHO,NBA,PF,11.0,0.0,21.2,3.5,7.1,0.487,0.2,0.6,0.28600000000000003,3.3,6.5,0.507,0.5,1.5,2.2,0.708,2.3,3.6,5.9,1.5,0.3,1.4,0.7,3.0,8.6
16106,Maxi Kleber,klebima01,6-10,220lb,Power Forward,Germany,/players/k/klebima01/gamelog/2019/,2018-19,27.0,DAL,NBA,PF,11.0,0.0,18.1,2.4,5.2,0.456,1.0,3.1,0.324,1.4,2.1,0.652,0.5529999999999999,0.8,1.2,0.6920000000000001,1.2,2.7,3.9,0.4,0.3,1.3,0.6,1.3,6.5
16291,Furkan Korkmaz,korkmfu01,6-7,185lb,Shooting Guard,Turkey,/players/k/korkmfu01/gamelog/2019/,2018-19,21.0,PHI,NBA,SG,6.0,0.0,5.0,0.5,1.2,0.429,0.0,0.7,0.0,0.5,0.5,1.0,0.429,0.0,0.0,,0.0,0.8,0.8,0.0,0.2,0.0,0.0,0.5,1.0
16297,Luke Kornet,kornelu01,7-1,250lb,Power Forward,Texas,/players/k/kornelu01/gamelog/2019/,2018-19,23.0,NYK,NBA,PF,4.0,0.0,3.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0
16321,Kyle Korver,korveky01,6-7,212lb,Shooting Guard and Power Forward and Small Forward,California,/players/k/korveky01/gamelog/2019/,2018-19,37.0,CLE,NBA,PF,10.0,0.0,14.9,1.8,4.1,0.439,1.0,2.8,0.35700000000000004,0.8,1.3,0.615,0.561,0.7,0.8,0.875,0.0,1.3,1.3,1.4,0.2,0.0,1.3,1.6,5.3
16344,Kosta Koufos,koufoko01,7-0,265lb,Center,Ohio,/players/k/koufoko01/gamelog/2019/,2018-19,29.0,SAC,NBA,C,5.0,0.0,13.2,2.2,4.4,0.5,0.0,0.0,,2.2,4.4,0.5,0.5,0.0,0.0,,1.2,3.2,4.4,0.8,0.8,0.4,0.4,2.2,4.4
16500,Kyle Kuzma,kuzmaky01,6-9,220lb,Small Forward and Power Forward,Michigan,/players/k/kuzmaky01/gamelog/2019/,2018-19,23.0,LAL,NBA,SF,11.0,9.0,31.8,7.6,15.5,0.494,1.7,5.5,0.311,5.9,9.9,0.596,0.55,2.2,2.9,0.75,0.5,4.3,4.8,1.5,0.3,0.6,1.2,2.6,19.2
16510,Skal Labissiere,labissk01,6-11,225lb,Power Forward,Haiti,/players/l/labissk01/gamelog/2019/,2018-19,22.0,SAC,NBA,PF,5.0,0.0,5.6,0.8,1.8,0.444,0.2,1.0,0.2,0.6,0.8,0.75,0.5,0.8,0.8,1.0,0.2,1.2,1.4,0.4,0.2,0.0,0.6,1.2,2.6
16628,Jeremy Lamb,lambje01,6-5,185lb,Shooting Guard and Small Forward,Virginia,/players/l/lambje01/gamelog/2019/,2018-19,26.0,CHO,NBA,SG,11.0,11.0,24.5,4.5,10.5,0.422,1.3,3.7,0.341,3.2,6.8,0.467,0.483,1.8,2.0,0.909,0.8,3.6,4.5,1.5,1.1,0.5,0.7,2.0,12.0
16832,Zach LaVine,lavinza01,6-5,200lb,Point Guard and Shooting Guard,Washington,/players/l/lavinza01/gamelog/2019/,2018-19,23.0,CHI,NBA,SG,12.0,12.0,35.8,9.3,20.1,0.461,2.3,6.6,0.354,6.9,13.5,0.512,0.519,6.6,7.8,0.8490000000000001,0.3,4.8,5.0,3.8,0.9,0.8,4.0,2.9,27.4
16870,Jake Layman,laymaja01,6-9,210lb,Small Forward,Massachusetts,/players/l/laymaja01/gamelog/2019/,2018-19,24.0,POR,NBA,SF,12.0,12.0,14.5,2.3,4.2,0.54,0.8,1.8,0.409,1.5,2.3,0.643,0.63,0.1,0.2,0.5,0.8,1.8,2.6,0.3,0.5,0.3,0.4,1.0,5.3
16881,T.J. Leaf,leaftj01,6-10,222lb,Power Forward,Israel,/players/l/leaftj01/gamelog/2019/,2018-19,21.0,IND,NBA,PF,7.0,0.0,7.6,0.6,2.4,0.235,0.1,0.6,0.25,0.4,1.9,0.231,0.265,0.0,0.0,,0.4,1.0,1.4,0.4,0.0,0.1,0.3,0.4,1.3
16967,Damion Lee,leeda03,6-6,210lb,Shooting Guard,Maryland,/players/l/leeda03/gamelog/2019/,2018-19,26.0,GSW,NBA,SG,3.0,0.0,6.0,0.7,2.0,0.333,0.3,0.7,0.5,0.3,1.3,0.25,0.417,1.0,1.3,0.75,0.0,0.7,0.7,0.0,0.3,0.0,0.3,2.0,2.7
17071,Alex Len,lenal01,7-1,260lb,Center,Ukraine,/players/l/lenal01/gamelog/2019/,2018-19,25.0,ATL,NBA,C,11.0,11.0,22.5,4.1,7.7,0.529,0.6,1.9,0.333,3.5,5.8,0.594,0.5710000000000001,1.7,2.7,0.633,1.5,3.8,5.4,1.3,0.5,1.3,1.8,2.7,10.5
17103,Kawhi Leonard,leonaka01,6-7,230lb,Small Forward,California,/players/l/leonaka01/gamelog/2019/,2018-19,27.0,TOR,NBA,SF,8.0,8.0,33.6,9.3,18.8,0.493,1.9,4.3,0.441,7.4,14.5,0.509,0.5429999999999999,5.6,6.3,0.9,1.3,6.8,8.0,3.3,1.8,0.5,2.0,1.5,26.0
17111,Meyers Leonard,leoname01,7-1,245lb,Power Forward and Center,Virginia,/players/l/leoname01/gamelog/2019/,2018-19,26.0,POR,NBA,C,9.0,0.0,10.6,1.2,2.7,0.458,0.6,1.7,0.333,0.7,1.0,0.667,0.563,1.4,1.4,1.0,1.0,2.8,3.8,1.0,0.3,0.1,0.9,1.6,4.4
17152,Jon Leuer,leuerjo01,6-10,228lb,Power Forward and Center,Minnesota,/players/l/leuerjo01/gamelog/2019/,2018-19,29.0,DET,NBA,PF,3.0,0.0,11.0,1.3,2.3,0.5710000000000001,0.0,0.7,0.0,1.3,1.7,0.8,0.5710000000000001,0.7,1.3,0.5,1.0,2.3,3.3,0.0,0.3,0.0,0.0,0.7,3.3
17172,Caris LeVert,leverca01,6-7,203lb,Small Forward,Ohio,/players/l/leverca01/gamelog/2019/,2018-19,24.0,BRK,NBA,SF,11.0,11.0,31.5,7.7,15.7,0.491,1.6,4.6,0.353,6.1,11.1,0.5489999999999999,0.5429999999999999,3.5,4.4,0.792,1.0,3.6,4.6,3.9,1.5,0.4,2.5,2.6,20.5
17318,Damian Lillard,lillada01,6-3,195lb,Point Guard,California,/players/l/lillada01/gamelog/2019/,2018-19,28.0,POR,NBA,PG,12.0,12.0,33.8,8.8,18.8,0.465,2.8,7.3,0.379,6.0,11.6,0.518,0.5379999999999999,6.3,6.8,0.938,0.8,4.2,5.0,5.3,0.8,0.3,2.0,1.4,26.6
17328,Jeremy Lin,linje01,6-3,200lb,Point Guard and Shooting Guard,California,/players/l/linje01/gamelog/2019/,2018-19,30.0,ATL,NBA,PG,11.0,0.0,16.5,2.7,6.0,0.455,0.6,2.1,0.304,2.1,3.9,0.535,0.508,2.8,3.3,0.861,0.0,1.6,1.6,2.5,0.6,0.1,2.0,1.5,8.9
17392,Shaun Livingston,livinsh01,6-7,192lb,Point Guard and Shooting Guard,Illinois,/players/l/livinsh01/gamelog/2019/,2018-19,33.0,GSW,NBA,PG,4.0,0.0,14.3,2.3,4.0,0.563,0.0,0.0,,2.3,4.0,0.563,0.563,1.0,1.0,1.0,1.8,1.8,3.5,1.0,0.8,0.0,0.8,1.5,5.5
17558,Kevon Looney,looneke01,6-9,220lb,Center and Power Forward,Wisconsin,/players/l/looneke01/gamelog/2019/,2018-19,22.0,GSW,NBA,C,12.0,0.0,17.3,2.4,3.7,0.659,0.0,0.0,,2.4,3.7,0.659,0.659,1.3,1.7,0.75,2.1,3.0,5.1,1.4,0.3,0.7,0.8,2.1,6.1
17570,Brook Lopez,lopezbr01,7-0,275lb,Center,California,/players/l/lopezbr01/gamelog/2019/,2018-19,30.0,MIL,NBA,C,11.0,11.0,24.9,3.8,8.7,0.438,2.3,6.2,0.368,1.5,2.5,0.607,0.568,1.1,1.1,1.0,0.4,2.7,3.1,1.1,0.3,1.6,0.8,2.2,11.0
17592,Robin Lopez,lopezro01,7-0,255lb,Center,California,/players/l/lopezro01/gamelog/2019/,2018-19,30.0,CHI,NBA,C,6.0,0.0,14.0,1.0,2.7,0.375,0.0,0.0,,1.0,2.7,0.375,0.375,0.2,0.2,1.0,1.3,0.8,2.2,1.5,0.2,1.3,1.3,1.8,2.2
17652,Kevin Love,loveke01,6-10,251lb,Power Forward and Center,California,/players/l/loveke01/gamelog/2019/,2018-19,30.0,CLE,NBA,PF,4.0,4.0,34.0,5.3,16.3,0.32299999999999995,1.8,6.0,0.292,3.5,10.3,0.341,0.377,6.8,8.3,0.818,2.5,11.0,13.5,3.5,0.3,0.3,2.5,3.5,19.0
17696,Kyle Lowry,lowryky01,6-0,205lb,Point Guard,Pennsylvania,/players/l/lowryky01/gamelog/2019/,2018-19,32.0,TOR,NBA,PG,12.0,12.0,34.0,6.3,12.6,0.4970000000000001,2.6,6.6,0.392,3.7,6.0,0.611,0.599,2.7,3.3,0.8,0.8,3.6,4.3,11.3,1.7,0.5,2.9,2.4,17.8
17799,Timothe Luwawu-Cabarrot,luwawti01,6-6,205lb,Small Forward,France,/players/l/luwawti01/gamelog/2019/,2018-19,23.0,OKC,NBA,SF,4.0,0.0,1.5,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0
17802,Tyler Lydon,lydonty01,6-10,215lb,Power Forward,New York,/players/l/lydonty01/gamelog/2019/,2018-19,22.0,DEN,NBA,PF,4.0,0.0,2.5,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.3,0.5,0.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.8
17807,Trey Lyles,lylestr01,6-10,234lb,Power Forward,Canada,/players/l/lylestr01/gamelog/2019/,2018-19,23.0,DEN,NBA,PF,11.0,0.0,21.6,3.9,9.5,0.41,0.7,3.5,0.205,3.2,6.0,0.53,0.448,2.0,2.8,0.71,0.7,4.7,5.5,1.9,0.8,0.5,1.8,2.1,10.5
17890,Shelvin Mack,macksh01,6-3,203lb,Point Guard and Shooting Guard,Kentucky,/players/m/macksh01/gamelog/2019/,2018-19,28.0,MEM,NBA,PG,10.0,0.0,25.2,4.1,7.6,0.539,1.4,2.5,0.56,2.7,5.1,0.529,0.632,1.8,2.6,0.6920000000000001,0.3,1.7,2.0,3.8,1.0,0.1,1.3,1.6,11.4
18001,Ian Mahinmi,mahinia01,6-11,250lb,Center,France,/players/m/mahinia01/gamelog/2019/,2018-19,32.0,WAS,NBA,C,7.0,6.0,15.1,1.1,2.6,0.444,0.0,0.3,0.0,1.1,2.3,0.5,0.444,1.9,2.9,0.65,1.4,2.4,3.9,0.4,0.6,0.4,0.7,3.3,4.1
18062,Thon Maker,makerth01,7-1,216lb,Center,South Sudan,/players/m/makerth01/gamelog/2019/,2018-19,21.0,MIL,NBA,C,5.0,0.0,11.6,2.4,4.6,0.522,0.8,2.4,0.333,1.6,2.2,0.727,0.609,0.4,0.8,0.5,0.4,3.0,3.4,0.4,0.2,0.6,0.4,1.2,6.0
18298,Boban Marjanovic,marjabo01,7-3,290lb,Center,Serbia,/players/m/marjabo01/gamelog/2019/,2018-19,30.0,LAC,NBA,C,11.0,3.0,12.9,3.1,4.9,0.63,0.0,0.1,0.0,3.1,4.8,0.642,0.63,2.5,3.5,0.711,1.5,4.2,5.7,0.7,0.3,1.1,1.2,2.2,8.6
18425,Jarell Martin,martija01,6-10,239lb,Power Forward,Louisiana,/players/m/martija01/gamelog/2019/,2018-19,24.0,ORL,NBA,PF,6.0,0.0,11.3,1.3,3.8,0.348,0.0,1.2,0.0,1.3,2.7,0.5,0.348,0.5,0.5,1.0,0.3,2.2,2.5,0.8,0.0,0.3,0.5,1.3,3.2
18536,Frank Mason,masonfr01,6-0,189lb,Point Guard,Virginia,/players/m/masonfr01/gamelog/2019/,2018-19,24.0,SAC,NBA,PG,10.0,0.0,15.5,2.5,6.4,0.391,0.6,2.5,0.24,1.9,3.9,0.487,0.438,1.2,1.9,0.632,0.1,1.6,1.7,4.0,0.7,0.2,0.8,1.1,6.8
18602,Wesley Matthews,matthwe02,6-5,220lb,Small Forward and Shooting Guard,Texas,/players/m/matthwe02/gamelog/2019/,2018-19,32.0,DAL,NBA,SG,11.0,11.0,33.6,5.8,13.8,0.421,2.7,7.5,0.361,3.1,6.3,0.493,0.52,3.2,3.8,0.833,0.6,2.3,2.9,2.5,0.7,0.1,1.2,2.6,17.5
18744,Luc Mbah a Moute,mbahalu01,6-8,230lb,Small Forward and Power Forward,Cameroon,/players/m/mbahalu01/gamelog/2019/,2018-19,32.0,LAC,NBA,PF,4.0,0.0,15.3,2.0,4.5,0.444,0.5,1.5,0.333,1.5,3.0,0.5,0.5,0.5,1.3,0.4,0.5,1.3,1.8,0.5,0.3,0.3,0.5,2.0,5.0
18883,CJ McCollum,mccolcj01,6-3,190lb,Shooting Guard,Ohio,/players/m/mccolcj01/gamelog/2019/,2018-19,27.0,POR,NBA,SG,12.0,12.0,32.4,7.9,17.4,0.455,2.3,6.2,0.365,5.7,11.3,0.504,0.519,2.9,3.5,0.833,1.3,3.1,4.3,2.6,0.8,0.3,1.7,2.1,21.0
18892,T.J. McConnell,mccontj01,6-2,200lb,Point Guard,Pennsylvania,/players/m/mccontj01/gamelog/2019/,2018-19,26.0,PHI,NBA,PG,9.0,0.0,13.7,1.8,3.2,0.552,0.0,0.2,0.0,1.8,3.0,0.593,0.552,0.2,0.2,1.0,0.1,1.6,1.7,2.7,0.3,0.2,0.9,0.9,3.8
18990,Doug McDermott,mcderdo01,6-8,225lb,Small Forward,North Dakota,/players/m/mcderdo01/gamelog/2019/,2018-19,27.0,IND,NBA,SF,12.0,0.0,15.8,1.9,4.1,0.469,1.2,2.9,0.4,0.8,1.2,0.643,0.612,0.6,0.8,0.778,0.2,1.0,1.2,0.8,0.3,0.0,0.3,1.8,5.6
19069,JaVale McGee,mcgeeja01,7-0,270lb,Center,Michigan,/players/m/mcgeeja01/gamelog/2019/,2018-19,31.0,LAL,NBA,C,11.0,11.0,26.1,6.4,10.1,0.631,0.1,0.2,0.5,6.3,9.9,0.633,0.635,1.7,2.6,0.655,2.9,4.3,7.2,1.2,0.8,3.1,1.6,3.1,14.5
19150,Rodney McGruder,mcgruro01,6-4,205lb,Shooting Guard,Maryland,/players/m/mcgruro01/gamelog/2019/,2018-19,27.0,MIA,NBA,SG,10.0,10.0,34.4,4.7,10.3,0.456,2.1,4.9,0.429,2.6,5.4,0.481,0.5579999999999999,1.5,2.0,0.75,0.9,5.2,6.1,3.7,0.8,0.3,1.3,3.0,13.0
19318,Alfonzo McKinnie,mckinal01,6-8,215lb,Small Forward,Illinois,/players/m/mckinal01/gamelog/2019/,2018-19,26.0,GSW,NBA,SF,12.0,0.0,15.3,2.7,5.2,0.516,1.1,2.3,0.481,1.6,2.9,0.5429999999999999,0.621,0.4,0.8,0.5,1.5,2.7,4.2,0.6,0.2,0.2,0.3,2.1,6.8
19325,Ben McLemore,mclembe01,6-5,195lb,Shooting Guard,Missouri,/players/m/mclembe01/gamelog/2019/,2018-19,25.0,SAC,NBA,SG,5.0,0.0,4.8,0.8,2.2,0.364,0.8,1.8,0.444,0.0,0.4,0.0,0.545,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.6,2.4
19469,Jordan McRae,mcraejo01,6-6,185lb,Point Guard and Shooting Guard,Georgia,/players/m/mcraejo01/gamelog/2019/,2018-19,27.0,WAS,NBA,SG,4.0,0.0,5.5,0.3,1.8,0.14300000000000002,0.0,0.5,0.0,0.3,1.3,0.2,0.14300000000000002,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.3,0.0,0.0,0.5
19547,Salah Mejri,mejrisa01,7-1,245lb,Center,Tunisia,/players/m/mejrisa01/gamelog/2019/,2018-19,32.0,DAL,NBA,C,2.0,0.0,3.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.5,1.5,0.0
19681,Khris Middleton,middlkh01,6-8,234lb,Small Forward and Shooting Guard,South Carolina,/players/m/middlkh01/gamelog/2019/,2018-19,27.0,MIL,NBA,SF,11.0,11.0,30.5,6.2,14.2,0.436,3.6,8.0,0.455,2.5,6.2,0.412,0.564,3.3,3.7,0.878,0.5,4.6,5.2,4.3,1.5,0.3,2.2,2.6,19.3
19748,C.J. Miles,milescj01,6-6,225lb,Small Forward and Point Guard and Shooting Guard,Texas,/players/m/milescj01/gamelog/2019/,2018-19,31.0,TOR,NBA,SF,11.0,0.0,15.5,1.6,5.3,0.31,0.9,3.5,0.263,0.7,1.8,0.4,0.397,0.7,1.1,0.667,0.4,1.7,2.1,0.8,0.3,0.5,0.5,1.8,4.9
19861,Darius Miller,milleda01,6-8,235lb,Small Forward,Kentucky,/players/m/milleda01/gamelog/2019/,2018-19,28.0,NOP,NBA,SF,7.0,0.0,15.9,1.7,3.6,0.48,1.4,2.9,0.5,0.3,0.7,0.4,0.68,0.1,0.1,1.0,0.1,0.6,0.7,1.3,0.3,0.0,0.7,2.1,5.0
19978,Patty Mills,millspa02,6-0,185lb,Point Guard,Australia,/players/m/millspa02/gamelog/2019/,2018-19,30.0,SAS,NBA,PG,10.0,0.0,27.6,3.7,8.9,0.416,2.1,4.9,0.429,1.6,4.0,0.4,0.534,1.2,1.6,0.75,0.3,3.0,3.3,1.9,0.4,0.2,1.3,1.8,10.7
20010,Paul Millsap,millspa01,6-8,246lb,Power Forward,Louisiana,/players/m/millspa01/gamelog/2019/,2018-19,33.0,DEN,NBA,PF,11.0,11.0,26.5,4.2,9.4,0.447,0.6,1.9,0.333,3.5,7.5,0.476,0.481,2.7,3.8,0.7140000000000001,2.2,4.9,7.1,1.4,1.1,1.1,1.6,2.2,11.7
20053,Nikola Mirotic,mirotni01,6-10,220lb,Power Forward,Montenegro,/players/m/mirotni01/gamelog/2019/,2018-19,27.0,NOP,NBA,PF,11.0,11.0,31.4,7.8,16.2,0.483,2.3,6.9,0.329,5.5,9.3,0.598,0.5529999999999999,2.7,3.7,0.732,2.5,9.2,11.7,1.3,0.8,0.5,1.3,2.2,20.6
20060,Donovan Mitchell,mitchdo01,6-3,211lb,Shooting Guard,New York,/players/m/mitchdo01/gamelog/2019/,2018-19,22.0,UTA,NBA,SG,9.0,9.0,34.6,8.7,19.8,0.438,2.3,7.2,0.32299999999999995,6.3,12.6,0.504,0.4970000000000001,2.8,3.4,0.8059999999999999,0.4,2.6,3.0,4.4,1.8,0.2,2.3,2.6,22.4
20102,Naz Mitrou-Long,mitrona01,6-4,209lb,Shooting Guard,Canada,/players/m/mitrona01/gamelog/2019/,2018-19,25.0,UTA,NBA,SG,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20252,Malik Monk,monkma01,6-3,200lb,Shooting Guard,Arkansas,/players/m/monkma01/gamelog/2019/,2018-19,20.0,CHO,NBA,SG,11.0,0.0,23.3,4.8,11.5,0.417,2.3,6.2,0.368,2.5,5.4,0.475,0.516,1.5,1.6,0.889,0.2,1.4,1.5,2.6,0.5,0.4,1.5,2.2,13.4
20281,Greg Monroe,monrogr01,6-11,265lb,Center and Power Forward,Louisiana,/players/m/monrogr01/gamelog/2019/,2018-19,28.0,TOR,NBA,C,4.0,0.0,5.5,1.3,2.5,0.5,0.0,0.3,0.0,1.3,2.3,0.556,0.5,0.0,0.0,,1.0,1.3,2.3,0.3,0.0,0.0,0.5,0.8,2.5
20330,E'Twaun Moore,mooreet01,6-4,191lb,Point Guard and Small Forward and Shooting Guard,Indiana,/players/m/mooreet01/gamelog/2019/,2018-19,29.0,NOP,NBA,SF,11.0,11.0,30.6,5.2,9.9,0.523,1.5,3.3,0.472,3.6,6.6,0.5479999999999999,0.601,1.4,1.7,0.789,1.0,1.0,2.0,2.1,0.6,0.5,1.2,3.0,13.3
20468,Marcus Morris,morrima03,6-9,235lb,Power Forward and Small Forward,Pennsylvania,/players/m/morrima03/gamelog/2019/,2018-19,29.0,BOS,NBA,PF,11.0,0.0,25.7,5.4,10.5,0.513,2.4,4.9,0.481,3.0,5.5,0.541,0.626,1.8,2.2,0.833,0.8,6.2,7.0,1.2,0.5,0.3,2.0,3.2,14.9
20479,Markieff Morris,morrima02,6-10,245lb,Power Forward,Pennsylvania,/players/m/morrima02/gamelog/2019/,2018-19,29.0,WAS,NBA,PF,9.0,9.0,26.3,4.0,9.0,0.444,1.3,4.2,0.316,2.7,4.8,0.5579999999999999,0.519,1.8,2.1,0.8420000000000001,0.7,4.0,4.7,2.3,0.6,1.0,1.3,3.1,11.1
20484,Monte Morris,morrimo01,6-3,175lb,Point Guard,Michigan,/players/m/morrimo01/gamelog/2019/,2018-19,23.0,DEN,NBA,PG,11.0,0.0,21.5,2.9,7.5,0.386,0.7,2.0,0.364,2.2,5.5,0.393,0.434,1.1,1.4,0.8,0.5,1.7,2.2,3.5,1.1,0.0,0.5,1.1,7.6
20605,Emmanuel Mudiay,mudiaem01,6-5,200lb,Point Guard,Democratic Republic of the Congo,/players/m/mudiaem01/gamelog/2019/,2018-19,22.0,NYK,NBA,PG,5.0,0.0,19.4,3.0,6.8,0.441,0.8,2.0,0.4,2.2,4.8,0.458,0.5,0.6,1.2,0.5,1.4,1.8,3.2,2.4,1.0,0.4,1.2,2.2,7.4
20773,Jamal Murray,murraja01,6-4,207lb,Shooting Guard and Point Guard,Canada,/players/m/murraja01/gamelog/2019/,2018-19,21.0,DEN,NBA,PG,11.0,11.0,33.0,7.0,15.7,0.445,1.6,5.5,0.3,5.4,10.3,0.522,0.4970000000000001,2.9,3.3,0.889,0.7,3.7,4.5,3.7,1.0,0.4,2.0,2.0,18.5
20852,Mike Muscala,muscami01,6-11,240lb,Power Forward and Center,Minnesota,/players/m/muscami01/gamelog/2019/,2018-19,27.0,PHI,NBA,PF,8.0,0.0,20.6,2.1,5.0,0.425,1.3,3.6,0.345,0.9,1.4,0.636,0.55,1.9,1.9,1.0,1.0,2.8,3.8,1.3,0.1,0.5,1.5,2.4,7.4
20937,Abdel Nader,naderab01,6-6,230lb,Small Forward,Egypt,/players/n/naderab01/gamelog/2019/,2018-19,25.0,OKC,NBA,SF,4.0,0.0,1.8,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0
20991,Larry Nance,nancela02,6-9,230lb,Power Forward and Center,Ohio,/players/n/nancela02/gamelog/2019/,2018-19,26.0,CLE,NBA,C,9.0,0.0,19.4,3.2,6.6,0.4920000000000001,0.0,0.1,0.0,3.2,6.4,0.5,0.4920000000000001,1.4,2.1,0.684,1.7,3.6,5.2,2.7,1.1,0.2,1.2,2.8,7.9
20997,Shabazz Napier,napiesh01,6-1,175lb,Point Guard,Massachusetts,/players/n/napiesh01/gamelog/2019/,2018-19,27.0,BRK,NBA,PG,8.0,0.0,14.6,2.1,6.1,0.34700000000000003,1.5,3.4,0.444,0.6,2.8,0.227,0.469,1.8,2.1,0.8240000000000001,0.4,0.9,1.3,2.1,0.6,0.1,0.9,1.1,7.5
21327,Georges Niang,niangge01,6-8,230lb,Power Forward,Massachusetts,/players/n/niangge01/gamelog/2019/,2018-19,25.0,UTA,NBA,PF,11.0,0.0,8.2,1.4,2.6,0.517,0.9,1.9,0.476,0.5,0.7,0.625,0.69,0.5,0.5,1.0,0.3,1.5,1.7,0.4,0.3,0.1,0.3,1.0,4.1
21449,Nerlens Noel,noelne01,6-11,228lb,Center and Power Forward,Massachusetts,/players/n/noelne01/gamelog/2019/,2018-19,24.0,OKC,NBA,C,11.0,1.0,14.2,2.3,3.5,0.6409999999999999,0.0,0.0,,2.3,3.5,0.6409999999999999,0.6409999999999999,1.2,1.7,0.684,2.1,3.1,5.2,0.5,1.1,1.4,0.2,2.8,5.7
21595,Frank Ntilikina,ntilila01,6-5,190lb,Point Guard,Belgium,/players/n/ntilila01/gamelog/2019/,2018-19,20.0,NYK,NBA,PG,12.0,12.0,27.8,3.0,8.3,0.364,1.2,3.8,0.304,1.8,4.4,0.415,0.434,0.9,1.0,0.917,0.1,1.8,1.9,3.8,1.1,0.4,1.8,2.9,8.1
21600,James Nunnally,nunnaja01,6-7,205lb,Small Forward,California,/players/n/nunnaja01/gamelog/2019/,2018-19,28.0,MIN,NBA,SF,4.0,0.0,8.8,1.0,2.5,0.4,0.5,1.8,0.28600000000000003,0.5,0.8,0.667,0.5,1.0,1.0,1.0,0.0,0.8,0.8,0.8,0.3,0.0,0.3,0.5,3.5
